business_id,centrality,business_name,avg_sentiment,sentiment_std,review_count,avg_rating,influence_score
gZz9A8k8ORC_xl0aHxtY4w,0.001370943664890545,Monkey Bar,0.9724600000000001,0.011372686577937517,5,4.8,0.0027041315412500047
MphfKkYFEe0BDQ6hZ0A5fA,0.0013682142804936031,Gelso & Grand,0.96982,0.03743577166294293,5,5.0,0.002695135854001909
jjJc_CrkB2HodEinB6cWww,0.0010841540332133658,LoveMama,0.7831400000000001,0.3694716335525638,5,4.4,0.001933198422784081
UBmSMr-isyuSTTpV5MFMRw,0.0008510167811547189,Don Neo Fusion Japanese Izakaya,0.9421199999999998,0.05343778625654318,5,4.6,0.0016527767110162026
q3_FgDWWuXcVGiNuo_OPBQ,0.0009861971268797722,Fiaschetteria Pistoia,0.60922,0.777998606682557,5,4.6,0.001587008140517467
FiRB9Ek3Xo9JHwXgBYITYg,0.0006780589121142699,La Sirene,0.96198,0.04869955851955947,5,4.8,0.0013303380243899553
LpVbI-E9C-CSp7WhU5h2Iw,0.0007583636430150481,Fishmarket Restaurant,0.70252,0.5817722939432575,5,4.2,0.0012911292695059796
C9BjYm4WyoQFPQUHmBErDg,0.0005704401569745365,Bird Dog,0.8776400000000001,0.22452669774438852,5,4.8,0.0010710812563416688
FTgaIRluLuqHcJ_bA_Pudw,0.0005412102201248877,Odd Sister,0.9652200000000001,0.014816106101131956,5,5.0,0.0010635971487938317
3UdlrH-tuVM0vy3ySh7bUw,0.0005191033231808726,Jacob's Pickles Time Out Market,0.63212,0.5738300157712212,5,3.8,0.0008472389158299658
DoSU8IPq-Py_YV3kYmXPfQ,0.0,Trattoria Trecolori,0.75352,0.4232023593979599,5,4.2,0.0
WAVszL8c2-JhQdFpUAxFBg,0.0,Sartiano's,0.95984,0.03022834762271994,5,4.8,0.0
FhXjAc6nKLf414KxYujUHw,0.0,Roberta's,0.92554,0.12370449870558466,5,4.2,0.0
a7r0ExC_f1NKBNqCBYYefw,0.0,Chez Fifi,0.8260400000000001,0.27869384277375053,5,4.2,0.0
8oO6j7AlnAbMSJs9Oj9GIw,0.0,Osteria Delbianco,0.97522,0.013071036684211395,5,4.8,0.0
CxvjELoFzpQz-8X4UCcB6A,0.0,Foodance,0.98566,0.00948857207381596,5,4.8,0.0
-R5CBTnY10kdVNNv0lbHnA,0.0,The Mayfly,0.9477,0.04445379623834164,5,5.0,0.0
-_J1rWztwR5fXFSqC6yPDg,0.0,Elephant District,0.97692,0.028264766052454773,5,4.8,0.0
Qi7pmy2BuR5Oz2ouXa2u4A,0.0,The Frenchman's Dough,0.97348,0.026999203691961,5,5.0,0.0
LUjq-_hs89D5N1UGcmKAQw,0.0,Spiga,0.9611599999999999,0.016275226572923646,5,5.0,0.0
4Do8Sfex1EvWES2jpa1VCA,0.0,Winona's,0.8865999999999999,0.11946597842063657,5,4.8,0.0
ePJlqiIhoVKIJW69IE53rg,0.0,Botte Brooklyn,0.93316,0.04785105014521622,5,4.8,0.0
_N92SH1Zi-Hbxn_bNHFz0Q,0.0,Noodle Pudding,0.94938,0.05423068319687662,5,4.8,0.0
mPHPVJ2-8mOR-lFHafrc6w,0.0,Evelina,0.9389,0.07219303983072049,5,4.0,0.0
qBGKigOGn_flCx1apxPzlA,0.0,Piccola Cucina Osteria,0.96258,0.012448975861491606,5,4.8,0.0
-Gc5sTFxoXM3Tiv_dkSJZg,0.0,Cecconi's Dumbo,0.91238,0.13335489117388982,5,4.8,0.0
LVGDm8ZYSzYom7SYsjgXfQ,0.0,SaiTong Thai,0.9739000000000001,0.01726716537246343,5,5.0,0.0
U2EvUcS9KtXDv_Yw3cugiw,0.0,Chez Ma Tante,0.91808,0.07989362928294094,5,4.8,0.0
AHrU1F123QPdVPTCnsy_xA,0.0,Chalong,0.96548,0.02418257637225609,5,4.6,0.0
WG639VkTjmK5dzydd1BBJA,0.0,Rubirosa,0.9788,0.013112398712668871,5,5.0,0.0
AEHojbCPCrIhTko7olaqTg,0.0,Lil Chef Mama,0.9384,0.055470848199752634,5,4.6,0.0
dpo_TBvuRi2nEzuVdO4AiQ,0.0,Mitr Thai,0.9296,0.07820495508597904,5,4.8,0.0
HuUiXwo2rVKHZDwMeqNfQQ,0.0,Malii Gramercy,0.9762599999999999,0.014193061685203795,5,5.0,0.0
XsXLVWr1UZWVhKThNvNiaA,0.0,Blue Willow 夜来湘,0.92404,0.08073678219993659,5,4.4,0.0
zXCGF0XtqjOv1s4DUHOtqg,0.0,Hart's Restaurant,0.7497999999999999,0.4825322528080377,5,4.2,0.0
ehUuSk5gPTCQmwS_ubgKRA,0.0,Upstate Craft Beer & Oyster Bar,0.9836,0.010133360745576924,5,4.6,0.0
GWO-RZytuDw-j4aMFtAzsQ,0.0,the last drop cafe,0.85404,0.16510612647627582,5,5.0,0.0
DRitJoNGTkHXZvH_YpLIAw,0.0,Marc Forgione,0.91516,0.032704174045525156,5,5.0,0.0
CuwHhq1MKX5hm8YyxtqukQ,0.0,Shukette,0.94934,0.0487173788293254,5,4.8,0.0
zNHdaal-AzbBEOQutAB7_A,0.0,Nari,0.9584400000000001,0.03019574473332295,5,4.4,0.0
nnMEtKLL0lyaXyXACRkVEQ,0.0,no. 7,0.96204,0.015845283209838777,5,4.4,0.0
0aUVFfMJWL_JafVSI4uqkQ,0.0,Witch Topokki Manhattan,0.9634199999999999,0.02005908771604532,5,4.6,0.0
V95hnN4N2vw1ph2mDxIA7w,0.0,Olle,0.94784,0.03844825093551074,5,5.0,0.0
fMf4P22m65creknIICuaXA,0.0,Kuun,0.94618,0.04490893006964204,5,4.6,0.0
ZyPVQD7iONN7LELgj2ALSg,0.0,Kajiken,0.96438,0.03486469561031615,5,4.4,0.0
UK1oGbr8GU2rufpnJR4-HQ,0.0,Joe's Home of Soup Dumplings,0.88734,0.1142617740103837,5,4.4,0.0
7xe5Pd4fvN2vo05FP2XOeg,0.0,LumLum ,0.96198,0.03426400443614262,5,5.0,0.0
8CU-F1ScIRDONHu2IGBgkg,0.0,The Casual Greek,0.8999,0.0948077001092211,5,4.8,0.0
Jyf4SNiBoU11dp28cGBoqA,0.0,Gatsby's Landing Times Square,0.58136,0.6332849263956943,5,3.6,0.0
uKxYiV2xoO1AUGUAakAfDQ,0.0,Kora,0.73872,0.532738084803405,5,4.4,0.0
BUsaAXmPnewLUHztu8iBUA,0.0,Siempre,0.9275400000000001,0.028968655474495186,5,4.8,0.0
MwyEUg5EXuqTf1mjKU08ng,0.0,Xolo,0.95358,0.05096206432239571,5,4.0,0.0
13M1UV38RGIwonxIFLPD6g,0.0,The Standard East Village,0.86262,0.17336056933455196,5,3.4,0.0
X8ZS-dgiMIJvhwf9SaDnjw,0.0,Wah Fung No 1,0.9427199999999999,0.031004225518467658,5,5.0,0.0
MDPs2h6E-BOjE4AJcbjHww,0.0,Capoeira,0.89216,0.17511918227310225,5,4.2,0.0
Qcc3ZDRcCMPHvyLC8yxKdw,0.0,Bayon,0.94956,0.06098551467356817,5,4.6,0.0
gtXP0CmOnBbgfnff7VXa7A,0.0,Pastis,0.92996,0.06508934628646997,5,4.6,0.0
X07rATb-pc3gevQRTE0FGA,0.0,Farida,0.9308,0.033877204725301646,5,4.6,0.0
ByJBXa3HwPqw8eSPfDObkg,0.0,Mint Heights,0.9271800000000001,0.06866073841723516,5,4.2,0.0
ANnbbwv_ZTFPcNdzSMUiZw,0.0,Nura,0.9022400000000002,0.06219881831674936,5,4.8,0.0
8uuMkezIN1c8zGEWkaMRqg,0.0,Los Tacos No. 1,0.91326,0.07914457024963877,5,5.0,0.0
SULHf6nGQ8sK0UpG1XU30w,0.0,Los Tacos No.1,0.9681200000000001,0.024463074214006696,5,5.0,0.0
roT-M9epcHDOGjYgGmWpoA,0.0,Ras Plant Based,0.96398,0.02711460860864488,5,5.0,0.0
lynQoI3w_pzYfHGeuUU-Qg,0.0,Shu Jiao Fu Zhou,0.59848,0.7045282052551197,5,4.2,0.0
JsSDm6QQkWtHj1EhL0TK3g,0.0,Radio Kwara,0.9350799999999999,0.036650811723616644,5,4.0,0.0
zjQSHwU-raZZfuJ6KaVuZA,0.0,Chito Gvrito,0.91808,0.09648995802672938,5,4.8,0.0
ddFY9PpygYagv7-jVduB2Q,0.0,Counter & Bodega,0.9518000000000001,0.031802279792492866,5,4.8,0.0
hNFe8WhCibrqT4sFcZmAgw,0.0,Kong Sihk Tong 港食堂,0.88956,0.14446803452667306,5,5.0,0.0
u9cPw1APoMeUNXoEyjLoag,0.0,Tabaré Bushwick ,0.84634,0.2305046051600705,5,4.8,0.0
29vdYkOQUJ8641RvABAUWA,0.0,Lindens,0.92472,0.13656797574834298,5,4.8,0.0
OQTbwd3iRAKqfw0YFZmqtQ,0.0,La Caridad 72,0.8557,0.22311122786628199,5,4.8,0.0
krZunArZFdp_2G1arwVuVw,0.0,Au Za'atar,0.90098,0.1062552210481913,5,4.8,0.0
eQ4QUGvuHGBzsOrphsVc6A,0.0,Kimura,0.68428,0.5510114944354609,5,4.4,0.0
AudBWxeAr3zHr1ITrTcVpg,0.0,Izakaya Fuku,0.9554600000000001,0.04786327402090251,5,4.6,0.0
TBp9gdS6xEbSQqffVZ7iag,0.0,KazuNori | NoMad,0.88558,0.1357330541909376,5,5.0,0.0
diz6_4TVSP6EdWEZCZ0Acg,0.0,Kaoru,0.8004199999999999,0.18391907731390997,5,4.2,0.0
Ms3CAGddVbgetiQrpzqxPQ,0.0,Hometown Bar-B-Que,0.97568,0.02660858883894448,5,4.2,0.0
cgiwHTmlUD-2em2MCvmzeA,0.0,Java Indonesian Restaurant,0.85976,0.13956906175796988,5,4.8,0.0
m4CFfE1_u5rwVgb45ZqRpA,0.0,Sofreh,0.87906,0.11648479729132039,5,4.4,0.0
n9vGLAZhWiRGm-hWX6z7-A,0.0,Bunny,0.9448399999999999,0.05912455496661266,5,5.0,0.0
l5kvoGj9t3ZcR0Y3nQWcNw,0.0,Lula Mae,0.97014,0.034775896825243756,5,4.4,0.0
cUyfnb3E7HvzNfbTgTjl_Q,0.0,Despaña Fine Foods & Tapas Cafe,0.30442,0.5209019024730088,5,4.8,0.0
G9b640a2fZs7s6Q-cWPkiQ,0.0,Tin Building by Jean-Georges,0.94816,0.06379101033844815,5,5.0,0.0
k9i7G5WBJV-ohHyvHP7FAg,0.0,Danubius Restaurant,0.9353400000000001,0.07384157365603741,5,5.0,0.0
r2PjcTBtESNf3lEyX1e3Jg,0.0,Piccola Cucina Casa,0.98378,0.008956952606774262,5,5.0,0.0
